segment_path,target_label,source,original_file,split,start_sec,end_sec,feature_path
data\segments\esc50\2-122066-B-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122066-B-45.wav,train,1.0,3.0,data\features\esc50\2-122066-B-45_seg01.npy
data\segments\esc50\2-122066-B-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122066-B-45.wav,train,2.0,4.0,data\features\esc50\2-122066-B-45_seg02.npy
data\segments\esc50\2-122066-B-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122066-B-45.wav,train,3.0,5.0,data\features\esc50\2-122066-B-45_seg03.npy
data\segments\esc50\2-122067-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122067-A-45.wav,train,0.0,2.0,data\features\esc50\2-122067-A-45_seg00.npy
data\segments\esc50\2-122067-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122067-A-45.wav,train,1.0,3.0,data\features\esc50\2-122067-A-45_seg01.npy
data\segments\esc50\2-122067-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122067-A-45.wav,train,2.0,4.0,data\features\esc50\2-122067-A-45_seg02.npy
data\segments\esc50\2-122067-A-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122067-A-45.wav,train,3.0,5.0,data\features\esc50\2-122067-A-45_seg03.npy
data\segments\esc50\2-122067-B-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122067-B-45.wav,train,0.0,2.0,data\features\esc50\2-122067-B-45_seg00.npy
data\segments\esc50\2-122067-B-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122067-B-45.wav,train,1.0,3.0,data\features\esc50\2-122067-B-45_seg01.npy
data\segments\esc50\2-122067-B-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122067-B-45.wav,train,2.0,4.0,data\features\esc50\2-122067-B-45_seg02.npy
data\segments\esc50\2-122067-B-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122067-B-45.wav,train,3.0,5.0,data\features\esc50\2-122067-B-45_seg03.npy
data\segments\esc50\2-135649-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-135649-A-45.wav,train,0.0,2.0,data\features\esc50\2-135649-A-45_seg00.npy
data\segments\esc50\2-135649-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-135649-A-45.wav,train,1.0,3.0,data\features\esc50\2-135649-A-45_seg01.npy
data\segments\esc50\2-135649-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-135649-A-45.wav,train,2.0,4.0,data\features\esc50\2-135649-A-45_seg02.npy
data\segments\esc50\2-135649-A-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-135649-A-45.wav,train,3.0,5.0,data\features\esc50\2-135649-A-45_seg03.npy
data\segments\esc50\2-135649-B-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-135649-B-45.wav,train,0.0,2.0,data\features\esc50\2-135649-B-45_seg00.npy
data\segments\esc50\2-135649-B-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-135649-B-45.wav,train,1.0,3.0,data\features\esc50\2-135649-B-45_seg01.npy
data\segments\esc50\2-135649-B-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-135649-B-45.wav,train,2.0,4.0,data\features\esc50\2-135649-B-45_seg02.npy
data\segments\esc50\2-135649-B-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-135649-B-45.wav,train,3.0,5.0,data\features\esc50\2-135649-B-45_seg03.npy
data\segments\esc50\2-135649-C-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-135649-C-45.wav,train,0.0,2.0,data\features\esc50\2-135649-C-45_seg00.npy
data\segments\esc50\2-135649-C-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-135649-C-45.wav,train,1.0,3.0,data\features\esc50\2-135649-C-45_seg01.npy
data\segments\esc50\2-135649-C-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-135649-C-45.wav,train,2.0,4.0,data\features\esc50\2-135649-C-45_seg02.npy
data\segments\esc50\2-135649-C-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-135649-C-45.wav,train,3.0,5.0,data\features\esc50\2-135649-C-45_seg03.npy
data\segments\esc50\2-160888-A-47_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-160888-A-47.wav,train,0.0,2.0,data\features\esc50\2-160888-A-47_seg00.npy
data\segments\esc50\2-160888-A-47_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-160888-A-47.wav,train,1.0,3.0,data\features\esc50\2-160888-A-47_seg01.npy
data\segments\esc50\2-160888-A-47_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-160888-A-47.wav,train,2.0,4.0,data\features\esc50\2-160888-A-47_seg02.npy
data\segments\esc50\2-160888-A-47_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-160888-A-47.wav,train,3.0,5.0,data\features\esc50\2-160888-A-47_seg03.npy
data\segments\esc50\2-18766-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\2-18766-A-12.wav,train,0.0,2.0,data\features\esc50\2-18766-A-12_seg00.npy
data\segments\esc50\2-18766-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\2-18766-A-12.wav,train,1.0,3.0,data\features\esc50\2-18766-A-12_seg01.npy
data\segments\esc50\2-18766-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\2-18766-A-12.wav,train,2.0,4.0,data\features\esc50\2-18766-A-12_seg02.npy
data\segments\esc50\2-18766-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\2-18766-A-12.wav,train,3.0,5.0,data\features\esc50\2-18766-A-12_seg03.npy
data\segments\esc50\2-18766-B-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\2-18766-B-12.wav,train,0.0,2.0,data\features\esc50\2-18766-B-12_seg00.npy
data\segments\esc50\2-18766-B-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\2-18766-B-12.wav,train,1.0,3.0,data\features\esc50\2-18766-B-12_seg01.npy
data\segments\esc50\2-18766-B-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\2-18766-B-12.wav,train,2.0,4.0,data\features\esc50\2-18766-B-12_seg02.npy
data\segments\esc50\2-18766-B-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\2-18766-B-12.wav,train,3.0,5.0,data\features\esc50\2-18766-B-12_seg03.npy
data\segments\esc50\2-188822-A-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-A-40.wav,train,0.0,2.0,data\features\esc50\2-188822-A-40_seg00.npy
data\segments\esc50\2-188822-A-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-A-40.wav,train,1.0,3.0,data\features\esc50\2-188822-A-40_seg01.npy
data\segments\esc50\2-188822-A-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-A-40.wav,train,2.0,4.0,data\features\esc50\2-188822-A-40_seg02.npy
data\segments\esc50\2-188822-A-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-A-40.wav,train,3.0,5.0,data\features\esc50\2-188822-A-40_seg03.npy
data\segments\esc50\2-188822-B-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-B-40.wav,train,0.0,2.0,data\features\esc50\2-188822-B-40_seg00.npy
data\segments\esc50\2-188822-B-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-B-40.wav,train,1.0,3.0,data\features\esc50\2-188822-B-40_seg01.npy
data\segments\esc50\2-188822-B-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-B-40.wav,train,2.0,4.0,data\features\esc50\2-188822-B-40_seg02.npy
data\segments\esc50\2-188822-B-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-B-40.wav,train,3.0,5.0,data\features\esc50\2-188822-B-40_seg03.npy
data\segments\esc50\2-188822-C-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-C-40.wav,train,0.0,2.0,data\features\esc50\2-188822-C-40_seg00.npy
data\segments\esc50\2-188822-C-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-C-40.wav,train,1.0,3.0,data\features\esc50\2-188822-C-40_seg01.npy
data\segments\esc50\2-188822-C-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-C-40.wav,train,2.0,4.0,data\features\esc50\2-188822-C-40_seg02.npy
data\segments\esc50\2-188822-C-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-C-40.wav,train,3.0,5.0,data\features\esc50\2-188822-C-40_seg03.npy
data\segments\esc50\2-188822-D-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-D-40.wav,train,0.0,2.0,data\features\esc50\2-188822-D-40_seg00.npy
data\segments\esc50\2-188822-D-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-D-40.wav,train,1.0,3.0,data\features\esc50\2-188822-D-40_seg01.npy
data\segments\esc50\2-188822-D-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-D-40.wav,train,2.0,4.0,data\features\esc50\2-188822-D-40_seg02.npy
data\segments\esc50\2-188822-D-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-188822-D-40.wav,train,3.0,5.0,data\features\esc50\2-188822-D-40_seg03.npy
data\segments\esc50\2-205966-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-205966-A-16.wav,train,0.0,2.0,data\features\esc50\2-205966-A-16_seg00.npy
data\segments\esc50\2-205966-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-205966-A-16.wav,train,1.0,3.0,data\features\esc50\2-205966-A-16_seg01.npy
data\segments\esc50\2-205966-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-205966-A-16.wav,train,2.0,4.0,data\features\esc50\2-205966-A-16_seg02.npy
data\segments\esc50\2-205966-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-205966-A-16.wav,train,3.0,5.0,data\features\esc50\2-205966-A-16_seg03.npy
data\segments\esc50\2-262579-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-262579-A-45.wav,train,0.0,2.0,data\features\esc50\2-262579-A-45_seg00.npy
data\segments\esc50\2-262579-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-262579-A-45.wav,train,1.0,3.0,data\features\esc50\2-262579-A-45_seg01.npy
data\segments\esc50\2-262579-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-262579-A-45.wav,train,2.0,4.0,data\features\esc50\2-262579-A-45_seg02.npy
data\segments\esc50\2-262579-A-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-262579-A-45.wav,train,3.0,5.0,data\features\esc50\2-262579-A-45_seg03.npy
data\segments\esc50\2-28314-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\2-28314-A-12.wav,train,0.0,2.0,data\features\esc50\2-28314-A-12_seg00.npy
data\segments\esc50\2-28314-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\2-28314-A-12.wav,train,1.0,3.0,data\features\esc50\2-28314-A-12_seg01.npy
data\segments\esc50\2-28314-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\2-28314-A-12.wav,train,2.0,4.0,data\features\esc50\2-28314-A-12_seg02.npy
data\segments\esc50\2-28314-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\2-28314-A-12.wav,train,3.0,5.0,data\features\esc50\2-28314-A-12_seg03.npy
data\segments\esc50\2-28314-B-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\2-28314-B-12.wav,train,0.0,2.0,data\features\esc50\2-28314-B-12_seg00.npy
data\segments\esc50\2-28314-B-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\2-28314-B-12.wav,train,1.0,3.0,data\features\esc50\2-28314-B-12_seg01.npy
data\segments\esc50\2-28314-B-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\2-28314-B-12.wav,train,2.0,4.0,data\features\esc50\2-28314-B-12_seg02.npy
data\segments\esc50\2-28314-B-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\2-28314-B-12.wav,train,3.0,5.0,data\features\esc50\2-28314-B-12_seg03.npy
data\segments\esc50\2-30322-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\2-30322-A-12.wav,train,0.0,2.0,data\features\esc50\2-30322-A-12_seg00.npy
data\segments\esc50\2-30322-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\2-30322-A-12.wav,train,1.0,3.0,data\features\esc50\2-30322-A-12_seg01.npy
data\segments\esc50\2-30322-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\2-30322-A-12.wav,train,2.0,4.0,data\features\esc50\2-30322-A-12_seg02.npy
data\segments\esc50\2-30322-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\2-30322-A-12.wav,train,3.0,5.0,data\features\esc50\2-30322-A-12_seg03.npy
data\segments\esc50\2-30322-B-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\2-30322-B-12.wav,train,0.0,2.0,data\features\esc50\2-30322-B-12_seg00.npy
data\segments\esc50\2-30322-B-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\2-30322-B-12.wav,train,1.0,3.0,data\features\esc50\2-30322-B-12_seg01.npy
data\segments\esc50\2-30322-B-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\2-30322-B-12.wav,train,2.0,4.0,data\features\esc50\2-30322-B-12_seg02.npy
data\segments\esc50\2-30322-B-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\2-30322-B-12.wav,train,3.0,5.0,data\features\esc50\2-30322-B-12_seg03.npy
data\segments\esc50\2-37806-A-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-A-40.wav,train,0.0,2.0,data\features\esc50\2-37806-A-40_seg00.npy
data\segments\esc50\2-37806-A-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-A-40.wav,train,1.0,3.0,data\features\esc50\2-37806-A-40_seg01.npy
data\segments\esc50\2-37806-A-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-A-40.wav,train,2.0,4.0,data\features\esc50\2-37806-A-40_seg02.npy
data\segments\esc50\2-37806-A-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-A-40.wav,train,3.0,5.0,data\features\esc50\2-37806-A-40_seg03.npy
data\segments\esc50\2-37806-B-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-B-40.wav,train,0.0,2.0,data\features\esc50\2-37806-B-40_seg00.npy
data\segments\esc50\2-37806-B-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-B-40.wav,train,1.0,3.0,data\features\esc50\2-37806-B-40_seg01.npy
data\segments\esc50\2-37806-B-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-B-40.wav,train,2.0,4.0,data\features\esc50\2-37806-B-40_seg02.npy
data\segments\esc50\2-37806-B-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-B-40.wav,train,3.0,5.0,data\features\esc50\2-37806-B-40_seg03.npy
data\segments\esc50\2-37806-C-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-C-40.wav,train,0.0,2.0,data\features\esc50\2-37806-C-40_seg00.npy
data\segments\esc50\2-37806-C-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-C-40.wav,train,1.0,3.0,data\features\esc50\2-37806-C-40_seg01.npy
data\segments\esc50\2-37806-C-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-C-40.wav,train,2.0,4.0,data\features\esc50\2-37806-C-40_seg02.npy
data\segments\esc50\2-37806-C-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-C-40.wav,train,3.0,5.0,data\features\esc50\2-37806-C-40_seg03.npy
data\segments\esc50\2-37806-D-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-D-40.wav,train,0.0,2.0,data\features\esc50\2-37806-D-40_seg00.npy
data\segments\esc50\2-37806-D-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-D-40.wav,train,1.0,3.0,data\features\esc50\2-37806-D-40_seg01.npy
data\segments\esc50\2-37806-D-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-D-40.wav,train,2.0,4.0,data\features\esc50\2-37806-D-40_seg02.npy
data\segments\esc50\2-37806-D-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-37806-D-40.wav,train,3.0,5.0,data\features\esc50\2-37806-D-40_seg03.npy
data\segments\esc50\2-39441-A-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39441-A-19.wav,train,0.0,2.0,data\features\esc50\2-39441-A-19_seg00.npy
data\segments\esc50\2-39441-A-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39441-A-19.wav,train,1.0,3.0,data\features\esc50\2-39441-A-19_seg01.npy
data\segments\esc50\2-39441-A-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39441-A-19.wav,train,2.0,4.0,data\features\esc50\2-39441-A-19_seg02.npy
data\segments\esc50\2-39441-A-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39441-A-19.wav,train,3.0,5.0,data\features\esc50\2-39441-A-19_seg03.npy
data\segments\esc50\2-39443-A-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39443-A-19.wav,train,0.0,2.0,data\features\esc50\2-39443-A-19_seg00.npy
data\segments\esc50\2-39443-A-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39443-A-19.wav,train,1.0,3.0,data\features\esc50\2-39443-A-19_seg01.npy
data\segments\esc50\2-39443-A-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39443-A-19.wav,train,2.0,4.0,data\features\esc50\2-39443-A-19_seg02.npy
data\segments\esc50\2-39443-A-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39443-A-19.wav,train,3.0,5.0,data\features\esc50\2-39443-A-19_seg03.npy
data\segments\esc50\2-39443-B-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39443-B-19.wav,train,0.0,2.0,data\features\esc50\2-39443-B-19_seg00.npy
data\segments\esc50\2-39443-B-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39443-B-19.wav,train,1.0,3.0,data\features\esc50\2-39443-B-19_seg01.npy
data\segments\esc50\2-39443-B-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39443-B-19.wav,train,2.0,4.0,data\features\esc50\2-39443-B-19_seg02.npy
data\segments\esc50\2-39443-B-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39443-B-19.wav,train,3.0,5.0,data\features\esc50\2-39443-B-19_seg03.npy
data\segments\esc50\2-39945-A-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39945-A-19.wav,train,0.0,2.0,data\features\esc50\2-39945-A-19_seg00.npy
data\segments\esc50\2-39945-A-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39945-A-19.wav,train,1.0,3.0,data\features\esc50\2-39945-A-19_seg01.npy
data\segments\esc50\2-39945-A-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39945-A-19.wav,train,2.0,4.0,data\features\esc50\2-39945-A-19_seg02.npy
data\segments\esc50\2-39945-A-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39945-A-19.wav,train,3.0,5.0,data\features\esc50\2-39945-A-19_seg03.npy
data\segments\esc50\2-39945-B-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39945-B-19.wav,train,0.0,2.0,data\features\esc50\2-39945-B-19_seg00.npy
data\segments\esc50\2-39945-B-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39945-B-19.wav,train,1.0,3.0,data\features\esc50\2-39945-B-19_seg01.npy
data\segments\esc50\2-39945-B-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39945-B-19.wav,train,2.0,4.0,data\features\esc50\2-39945-B-19_seg02.npy
data\segments\esc50\2-39945-B-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39945-B-19.wav,train,3.0,5.0,data\features\esc50\2-39945-B-19_seg03.npy
data\segments\esc50\2-39945-C-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39945-C-19.wav,train,0.0,2.0,data\features\esc50\2-39945-C-19_seg00.npy
data\segments\esc50\2-39945-C-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39945-C-19.wav,train,1.0,3.0,data\features\esc50\2-39945-C-19_seg01.npy
data\segments\esc50\2-39945-C-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39945-C-19.wav,train,2.0,4.0,data\features\esc50\2-39945-C-19_seg02.npy
data\segments\esc50\2-39945-C-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-39945-C-19.wav,train,3.0,5.0,data\features\esc50\2-39945-C-19_seg03.npy
data\segments\esc50\2-61311-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\2-61311-A-12.wav,train,0.0,2.0,data\features\esc50\2-61311-A-12_seg00.npy
data\segments\esc50\2-61311-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\2-61311-A-12.wav,train,1.0,3.0,data\features\esc50\2-61311-A-12_seg01.npy
data\segments\esc50\2-61311-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\2-61311-A-12.wav,train,2.0,4.0,data\features\esc50\2-61311-A-12_seg02.npy
data\segments\esc50\2-61311-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\2-61311-A-12.wav,train,3.0,5.0,data\features\esc50\2-61311-A-12_seg03.npy
data\segments\esc50\2-65747-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\2-65747-A-12.wav,train,0.0,2.0,data\features\esc50\2-65747-A-12_seg00.npy
data\segments\esc50\2-65747-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\2-65747-A-12.wav,train,1.0,3.0,data\features\esc50\2-65747-A-12_seg01.npy
data\segments\esc50\2-65747-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\2-65747-A-12.wav,train,2.0,4.0,data\features\esc50\2-65747-A-12_seg02.npy
data\segments\esc50\2-65747-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\2-65747-A-12.wav,train,3.0,5.0,data\features\esc50\2-65747-A-12_seg03.npy
data\segments\esc50\2-72970-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\2-72970-A-10.wav,train,0.0,2.0,data\features\esc50\2-72970-A-10_seg00.npy
data\segments\esc50\2-72970-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\2-72970-A-10.wav,train,1.0,3.0,data\features\esc50\2-72970-A-10_seg01.npy
data\segments\esc50\2-72970-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\2-72970-A-10.wav,train,2.0,4.0,data\features\esc50\2-72970-A-10_seg02.npy
data\segments\esc50\2-72970-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\2-72970-A-10.wav,train,3.0,5.0,data\features\esc50\2-72970-A-10_seg03.npy
data\segments\esc50\2-73027-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\2-73027-A-10.wav,train,0.0,2.0,data\features\esc50\2-73027-A-10_seg00.npy
data\segments\esc50\2-73027-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\2-73027-A-10.wav,train,1.0,3.0,data\features\esc50\2-73027-A-10_seg01.npy
data\segments\esc50\2-73027-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\2-73027-A-10.wav,train,2.0,4.0,data\features\esc50\2-73027-A-10_seg02.npy
data\segments\esc50\2-73027-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\2-73027-A-10.wav,train,3.0,5.0,data\features\esc50\2-73027-A-10_seg03.npy
data\segments\esc50\2-73260-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\2-73260-A-10.wav,train,0.0,2.0,data\features\esc50\2-73260-A-10_seg00.npy
data\segments\esc50\2-73260-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\2-73260-A-10.wav,train,1.0,3.0,data\features\esc50\2-73260-A-10_seg01.npy
data\segments\esc50\2-73260-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\2-73260-A-10.wav,train,2.0,4.0,data\features\esc50\2-73260-A-10_seg02.npy
data\segments\esc50\2-73260-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\2-73260-A-10.wav,train,3.0,5.0,data\features\esc50\2-73260-A-10_seg03.npy
data\segments\esc50\2-74361-A-47_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-74361-A-47.wav,train,0.0,2.0,data\features\esc50\2-74361-A-47_seg00.npy
data\segments\esc50\2-74361-A-47_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-74361-A-47.wav,train,1.0,3.0,data\features\esc50\2-74361-A-47_seg01.npy
data\segments\esc50\2-74361-A-47_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-74361-A-47.wav,train,2.0,4.0,data\features\esc50\2-74361-A-47_seg02.npy
data\segments\esc50\2-74361-A-47_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-74361-A-47.wav,train,3.0,5.0,data\features\esc50\2-74361-A-47_seg03.npy
data\segments\esc50\2-78781-A-47_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-78781-A-47.wav,train,0.0,2.0,data\features\esc50\2-78781-A-47_seg00.npy
data\segments\esc50\2-78781-A-47_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-78781-A-47.wav,train,1.0,3.0,data\features\esc50\2-78781-A-47_seg01.npy
data\segments\esc50\2-78781-A-47_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-78781-A-47.wav,train,2.0,4.0,data\features\esc50\2-78781-A-47_seg02.npy
data\segments\esc50\2-78781-A-47_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-78781-A-47.wav,train,3.0,5.0,data\features\esc50\2-78781-A-47_seg03.npy
data\segments\esc50\2-78799-A-47_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-78799-A-47.wav,train,0.0,2.0,data\features\esc50\2-78799-A-47_seg00.npy
data\segments\esc50\2-78799-A-47_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-78799-A-47.wav,train,1.0,3.0,data\features\esc50\2-78799-A-47_seg01.npy
data\segments\esc50\2-78799-A-47_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-78799-A-47.wav,train,2.0,4.0,data\features\esc50\2-78799-A-47_seg02.npy
data\segments\esc50\2-78799-A-47_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-78799-A-47.wav,train,3.0,5.0,data\features\esc50\2-78799-A-47_seg03.npy
data\segments\esc50\2-81731-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\2-81731-A-10.wav,train,0.0,2.0,data\features\esc50\2-81731-A-10_seg00.npy
