path,label,source,duration_sec,split
X:\NEU\capstone\data\segments\fsd50k\196353.wav,Fire,FSD50K,6.339,val
X:\NEU\capstone\data\segments\fsd50k\237974.wav,Aircraft,FSD50K,11.0466875,test
X:\NEU\capstone\data\segments\fsd50k\213015.wav,Thunder,FSD50K,11.5635625,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_38_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_57_seg9.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\fsd50k\283.wav,Train,FSD50K,17.3940625,train
X:\NEU\capstone\data\segments\fsd50k\212402.wav,Fire,FSD50K,4.025625,test
X:\NEU\capstone\data\segments\wildfire\videoplayback_66_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_38_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_02_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\85843.wav,Fire,FSD50K,5.5,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_15_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\141148.wav,Fire,FSD50K,4.1708125,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_19_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_34_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_47_seg7.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\videoplayback_48_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\377880.wav,Water,FSD50K,25.6453125,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_66_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\24224.wav,Fire,FSD50K,13.8820625,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_09_seg8.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\fsd50k\245399.wav,Train,FSD50K,21.1666875,test
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_01_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_64_seg3.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_58_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_06_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\196321.wav,Fire,FSD50K,14.48925,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_26_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_20_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_18_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_38_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_11_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\36899.wav,Train,FSD50K,12.5810625,train
X:\NEU\capstone\data\segments\fsd50k\37341.wav,Thunder,FSD50K,24.048,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_40_seg2.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\videoplayback_36_seg0.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_29_seg4.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_27_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_48_seg6.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_25_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\84669.wav,Water,FSD50K,7.913,train
X:\NEU\capstone\data\segments\fsd50k\68327.wav,Water,FSD50K,0.9410625,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_70_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_69_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\344528.wav,Thunder,FSD50K,14.0,train
X:\NEU\capstone\data\segments\fsd50k\149831.wav,Fire,FSD50K,2.586125,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_48_seg0.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\fsd50k\108048.wav,Train,FSD50K,5.2056875,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_47_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_29_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\327595.wav,Fire,FSD50K,15.9315625,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_27_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\416844.wav,Water,FSD50K,21.14175,val
X:\NEU\capstone\data\segments\fsd50k\60127.wav,Water,FSD50K,28.61575,test
X:\NEU\capstone\data\segments\fsd50k\324319.wav,Aircraft,FSD50K,18.4898125,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_60_seg7.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\videoplayback_18_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_11_seg2.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\fsd50k\171089.wav,Fire,FSD50K,4.208,train
X:\NEU\capstone\data\segments\fsd50k\18998.wav,Train,FSD50K,4.0421875,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_17_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_48_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_03_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_33_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\332114.wav,Thunder,FSD50K,21.3159375,train
X:\NEU\capstone\data\segments\fsd50k\193732.wav,Train,FSD50K,27.504,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_07_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_72_seg6.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\fsd50k\379340.wav,Water,FSD50K,24.0199375,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_33_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_66_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\265034.wav,Fire,FSD50K,10.0,train
X:\NEU\capstone\data\segments\fsd50k\50373.wav,Thunder,FSD50K,11.3,test
X:\NEU\capstone\data\segments\wildfire\videoplayback_16_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_11_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_50_seg2.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\fsd50k\243778.wav,Thunder,FSD50K,28.7608125,train
X:\NEU\capstone\data\segments\fsd50k\66391.wav,Fire,FSD50K,14.90075,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_43_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_55_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_65_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_21_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_19_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_07_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_31_seg5.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\wildfire\videoplayback_61_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\106130.wav,Wind,FSD50K,1.165375,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_11_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_49_seg5.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_52_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\182910.wav,Wind,FSD50K,11.008375,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_34_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\50043.wav,Fire,FSD50K,1.0301875,test
X:\NEU\capstone\data\segments\fsd50k\36271.wav,Fire,FSD50K,16.8576875,train
X:\NEU\capstone\data\segments\fsd50k\274877.wav,Water,FSD50K,21.893625,test
X:\NEU\capstone\data\segments\wildfire\videoplayback_46_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\68329.wav,Water,FSD50K,6.2461875,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_17_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_53_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_12_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_27_seg1.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_14_seg1.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_62_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_59_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_45_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_54_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_67_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\45650.wav,Fire,FSD50K,8.1010625,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_11_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_11_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_37_seg1.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\fsd50k\151192.wav,Thunder,FSD50K,10.3968125,train
X:\NEU\capstone\data\segments\fsd50k\422865.wav,Wind,FSD50K,4.5069375,val
X:\NEU\capstone\data\segments\wildfire\videoplayback_21_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_62_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_65_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_42_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\48507.wav,Thunder,FSD50K,22.6626875,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_70_seg9.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\wildfire\videoplayback_44_seg2.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\videoplayback_06_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\234550.wav,Fire,FSD50K,14.405375,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_56_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_04_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_25_seg7.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\fsd50k\121132.wav,Thunder,FSD50K,9.281,train
X:\NEU\capstone\data\segments\fsd50k\98489.wav,Water,FSD50K,12.5630625,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_59_seg5.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_07_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\55136.wav,Thunder,FSD50K,10.8200625,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_64_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_03_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\352841.wav,Wind,FSD50K,8.36,train
X:\NEU\capstone\data\segments\fsd50k\145622.wav,Train,FSD50K,18.667875,train
X:\NEU\capstone\data\segments\fsd50k\173304.wav,Fire,FSD50K,6.0604375,train
X:\NEU\capstone\data\segments\fsd50k\422963.wav,Wind,FSD50K,6.4975625,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_24_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\237324.wav,Wind,FSD50K,21.3866875,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_12_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_52_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\69496.wav,Train,FSD50K,19.9055,val
X:\NEU\capstone\data\segments\fsd50k\181582.wav,Fire,FSD50K,7.9989375,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_28_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_38_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_08_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_28_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_11_seg1.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\fsd50k\260243.wav,Water,FSD50K,5.82675,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_58_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_62_seg4.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\431776.wav,Fire,FSD50K,15.015,test
X:\NEU\capstone\data\segments\fsd50k\118514.wav,Water,FSD50K,14.7853125,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_05_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\232442.wav,Train,FSD50K,8.6,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_06_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_42_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_58_seg6.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\127978.wav,Thunder,FSD50K,27.9256875,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_68_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\323629.wav,Wind,FSD50K,8.408,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_53_seg9.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\351183.wav,Aircraft,FSD50K,14.2289375,train
X:\NEU\capstone\data\segments\fsd50k\9330.wav,Water,FSD50K,19.117625,train
X:\NEU\capstone\data\segments\fsd50k\199948.wav,Thunder,FSD50K,24.52025,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_33_seg4.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\fsd50k\73733.wav,Thunder,FSD50K,26.114625,train
X:\NEU\capstone\data\segments\fsd50k\187816.wav,Wind,FSD50K,3.4481875,train
X:\NEU\capstone\data\segments\fsd50k\422864.wav,Wind,FSD50K,5.3459375,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_12_seg1.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_49_seg2.wav,Fire,FireDataset,5.0,val
X:\NEU\capstone\data\segments\wildfire\videoplayback_54_seg7.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\fsd50k\43361.wav,Train,FSD50K,0.786125,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_47_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\193401.wav,Fire,FSD50K,22.149,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_18_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\156309.wav,Fire,FSD50K,3.2195,test
X:\NEU\capstone\data\segments\wildfire\videoplayback_61_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_60_seg3.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\251323.wav,Aircraft,FSD50K,23.354875,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_03_seg7.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_31_seg0.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_65_seg5.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_49_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\346372.wav,Aircraft,FSD50K,29.184,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_32_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\videoplayback_24_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\35107.wav,Fire,FSD50K,6.0353125,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_19_seg8.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_55_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\333003.wav,Train,FSD50K,20.79825,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_45_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_68_seg5.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\430523.wav,Fire,FSD50K,1.9235,train
X:\NEU\capstone\data\segments\fsd50k\256510.wav,Fire,FSD50K,4.0,train
X:\NEU\capstone\data\segments\fsd50k\110323.wav,Water,FSD50K,17.058,train
X:\NEU\capstone\data\segments\fsd50k\193170.wav,Thunder,FSD50K,6.1990625,train
X:\NEU\capstone\data\segments\fsd50k\416418.wav,Aircraft,FSD50K,12.479125,test
X:\NEU\capstone\data\segments\fsd50k\28132.wav,Train,FSD50K,23.7956875,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_71_seg2.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\420301.wav,Wind,FSD50K,1.5310625,test
X:\NEU\capstone\data\segments\fsd50k\32544.wav,Thunder,FSD50K,5.5450625,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_46_seg1.wav,Fire,FireDataset,5.0,train
X:\NEU\capstone\data\segments\fsd50k\55380.wav,Train,FSD50K,7.8388125,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_28_seg3.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\fsd50k\403316.wav,Aircraft,FSD50K,22.8864375,train
X:\NEU\capstone\data\segments\fsd50k\422974.wav,Wind,FSD50K,5.5358125,train
X:\NEU\capstone\data\segments\fsd50k\201105.wav,Water,FSD50K,25.848,train
X:\NEU\capstone\data\segments\wildfire\y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_67_seg2.wav,Fire,FireDataset,5.0,test
X:\NEU\capstone\data\segments\fsd50k\156328.wav,Fire,FSD50K,3.348,train
